Test Case ID,User Story ID,Test Description,Pre-Conditions,Test Data,Test Steps,Expected Result,Test Type,Automation Status,Executed By,Comments / Notes
108,LCS-FilterDownload,Life Cycle: Filter & Download,States exist,Filter criteria,"1. Login to the application with lifecycle state management permissions
2. Navigate to Configuration module and select 'Life Cycle States' section
3. Verify that lifecycle states listing loads with all available states
4. Locate the filter panel or search options for lifecycle states
5. Review available filtering criteria (status, workflow type, creation date)
6. Apply status filter: Select specific state status (Active/Inactive)
7. Click 'Apply Filter' and verify that only matching states are displayed
8. Check that filtered results show correct lifecycle states for selected status
9. Add workflow type filter if available: Select specific workflow types
10. Apply workflow type filter and verify results match selected types
11. Test date range filtering: Set creation date range for lifecycle states
12. Use date picker controls to select start and end dates
13. Apply date range filter and verify states fall within specified dates
14. Test state name filtering: Enter keywords for state names
15. Apply name filter and verify that matching lifecycle states are found
16. Test combining multiple filters simultaneously
17. Apply status, workflow type, and date filters together
18. Verify that combined filters show intersection of all applied criteria
19. Review filtered lifecycle states list to ensure accuracy
20. Locate 'Download' or 'Export' button for filtered results
21. Click download button to initiate export of filtered lifecycle states
22. Select download format from available options (PDF, Excel, CSV)
23. Configure download settings including state fields to include
24. Open downloaded file and verify it contains only filtered lifecycle states",Download matches filtered states,"Functional, Regression",Automated,Nandan,Lifecycle state filter download
109,LCS-Validation,Life Cycle: Empty creation validation,On create form,N/A,"1. Login to the application with lifecycle state creation permissions
2. Navigate to Configuration module and select 'Life Cycle States' section
3. Click 'New Life Cycle State' or 'Create State' button
4. Verify that lifecycle state creation form opens properly
5. Review the form layout and identify all required fields marked with asterisk
6. Leave the state name field completely empty
7. Leave the state description field blank
8. Skip selection of workflow type if it's a required dropdown
9. Leave state order or sequence field empty if required
10. Skip selection of state permissions or access rights
11. Leave any other mandatory fields such as notifications or actions empty
12. Attempt to save the lifecycle state by clicking 'Create' or 'Save' button
13. Verify that form validation is triggered and prevents submission
14. Check that specific error messages appear for each empty required field
15. Verify that state name validation error is displayed clearly
16. Check that description field validation error appears if description is required
17. Verify that workflow type validation error indicates selection is required
18. Confirm that error messages are displayed near relevant fields or in summary
19. Test that form remains open with entered data preserved
20. Fill in state name only and attempt to save again
21. Verify that remaining required field errors still appear
22. Complete workflow type selection and verify that validation error disappears
23. Add state description and verify description validation error clears
24. Complete all required fields and verify successful lifecycle state creation",Errors displayed,"Functional, Negative",Automated,Nandan,Lifecycle state validation
110,PL-Create,Pick List: Create,User logged in,List name,"1. Login to the application with pick list management permissions
2. Navigate to Configuration module and locate 'Pick Lists' or 'System Lists' section
3. Click on 'Pick Lists' to open pick list management interface
4. Verify that pick list management page loads with existing lists
5. Click 'New Pick List' or 'Create Pick List' button
6. Verify that pick list creation form opens properly
7. Enter the provided list name in the 'Pick List Name' field
8. Add descriptive text in the 'Description' field explaining list purpose
9. Select appropriate pick list category or type if dropdown is available
10. Configure pick list settings such as sort order or display options
11. Add first pick list item: Enter item value and display text
12. Add item description or additional properties if available
13. Click 'Add Item' to add the first item to the pick list
14. Add second pick list item with different value and display text
15. Continue adding 3-5 items to create meaningful pick list content
16. Verify that items are displayed correctly in the items list
17. Test item reordering functionality if drag-and-drop is available
18. Configure pick list permissions or access settings if available
19. Set pick list status to 'Active' to make it available for use
20. Review all pick list configuration before saving
21. Click 'Create' or 'Save' button to create the pick list
22. Verify that pick list creation success message appears
23. Check that new pick list appears in the pick lists table
24. Test that created pick list is functional by using it in applicable forms",List created,"Functional, Regression",Automated,Nandan,Pick list creation
111,PL-VerifyToggle,Pick List: Verify & Toggle,List exists,List ID,"1. Login to the application with pick list management permissions
2. Navigate to Configuration module and select 'Pick Lists' section
3. Locate the specific pick list using the provided List ID
4. Verify that pick list is displayed in the pick lists table
5. Check current status of the pick list (Active or Inactive)
6. Review pick list details including name, description, and item count
7. Click on the pick list row to open list details view
8. Verify that list details display correctly with all configuration information
9. Review pick list items and their values in the details view
10. Locate the status toggle control (switch, checkbox, or button)
11. Record current toggle state and pick list status before making changes
12. Click on the status toggle to change the pick list status
13. Verify that toggle control responds immediately to the click action
14. Check that toggle visual state changes to reflect new status
15. Verify that status change confirmation message appears if applicable
16. Check that pick list status updates in the listing view
17. Verify that status change is reflected in list details view
18. Test toggling back to original status by clicking toggle again
19. Verify that toggle returns to original state successfully
20. Check that status changes are persistent by refreshing the page
21. Navigate away from pick lists and return to verify persistence
22. Test the impact of status change on pick list availability in forms
23. Verify that inactive pick lists are not available in dropdown selections
24. Test that active pick lists are available for use in applicable forms",Status changes,"Functional, Regression",Automated,Nandan,Pick list toggle functionality
112,PL-FilterDownload,Pick List: Filter & Download,Lists exist,Filter criteria,"1. Login to the application with pick list management permissions
2. Navigate to Configuration module and select 'Pick Lists' section
3. Verify that pick lists listing loads with all available pick lists
4. Locate the filter panel or search options for pick lists
5. Review available filtering criteria (status, category, creation date, usage)
6. Apply status filter: Select specific list status (Active/Inactive)
7. Click 'Apply Filter' and verify that only matching pick lists are displayed
8. Check that filtered results show correct pick lists for selected status
9. Add category filter if available: Select specific pick list categories
10. Apply category filter and verify results match selected categories
11. Test date range filtering: Set creation date range for pick lists
12. Use date picker controls to select start and end dates
13. Apply date range filter and verify lists fall within specified dates
14. Test name filtering: Enter keywords for pick list names
15. Apply name filter and verify that matching pick lists are found
16. Test item count filtering if available: Filter by number of items
17. Apply item count filter and verify appropriate pick lists appear
18. Test combining multiple filters simultaneously
19. Apply status, category, and date filters together
20. Verify that combined filters show intersection of all applied criteria
21. Review filtered pick lists to ensure accuracy and completeness
22. Locate 'Download' or 'Export' button for filtered results
23. Click download button to initiate export of filtered pick lists
24. Open downloaded file and verify it contains only filtered pick lists",Download matches filtered list,"Functional, Regression",Automated,Nandan,Pick list filter download
113,PL-Edit,Pick List: Edit,List exists,List ID,"1. Login to the application with pick list editing permissions
2. Navigate to Configuration module and select 'Pick Lists' section
3. Locate the specific pick list using the provided List ID
4. Verify that pick list exists and is displayed in the pick lists table
5. Click on the pick list row or 'Edit' button to open edit mode
6. Verify that pick list edit form opens with current list data populated
7. Review existing pick list configuration including name and description
8. Modify the pick list name to test name field editing
9. Update the pick list description with new descriptive text
10. Review existing pick list items in the items section
11. Edit an existing pick list item: Change item value or display text
12. Save the item changes and verify item is updated in the list
13. Add a new item to the pick list with unique value and text
14. Click 'Add Item' and verify new item appears in items list
15. Test item reordering functionality if drag-and-drop is available
16. Move items up or down in the list and verify new order
17. Delete an existing item from the pick list if deletion is allowed
18. Confirm item deletion and verify item is removed from list
19. Modify pick list settings such as sort order or display options
20. Update pick list permissions or access settings if available
21. Review all changes before saving the pick list
22. Click 'Save' or 'Update' button to save pick list changes
23. Verify that changes are saved successfully with confirmation message
24. Check that updated pick list appears correctly in the pick lists table",Changes persist,"Functional, Regression",Automated,Nandan,Pick list editing
114,PL-Delete,Pick List: Delete,List exists,List ID,"1. Login to the application with pick list deletion permissions
2. Navigate to Configuration module and select 'Pick Lists' section
3. Locate the specific pick list using the provided List ID
4. Verify that pick list exists and is displayed in the pick lists table
5. Check pick list details to ensure it's the correct list for deletion
6. Review pick list usage to understand impact of deletion
7. Check if pick list is referenced by forms, workflows, or other components
8. Right-click on the pick list or locate delete action button
9. Click 'Delete' option from context menu or action buttons
10. Verify that delete confirmation dialog appears
11. Review deletion confirmation message and pick list details in dialog
12. Check that confirmation dialog clearly indicates which list will be deleted
13. Verify that deletion warning mentions any dependencies or usage impact
14. Click 'Cancel' first to test that cancellation works properly
15. Verify that pick list remains in table and deletion is cancelled
16. Repeat delete action and click 'Confirm' or 'Delete' in confirmation dialog
17. Verify that deletion process begins and loading indicator appears
18. Wait for deletion completion and verify success notification appears
19. Check that pick list is removed from the pick lists table
20. Verify that deleted pick list no longer appears in search results
21. Test that list ID is no longer valid by attempting to access it
22. Check that pick list deletion doesn't break forms that used it
23. Verify that other pick lists remain unaffected by deletion
24. Test that deletion is logged in system audit trail if available",List removed,"Functional, Regression",Automated,Nandan,Pick list deletion
115,PL-Validation,Pick List: Empty creation validation,On create form,N/A,"1. Login to the application with pick list creation permissions
2. Navigate to Configuration module and select 'Pick Lists' section
3. Click 'New Pick List' or 'Create Pick List' button
4. Verify that pick list creation form opens properly
5. Review the form layout and identify all required fields marked with asterisk
6. Leave the pick list name field completely empty
7. Leave the pick list description field blank if it's required
8. Skip selection of pick list category if it's a required dropdown
9. Leave any other mandatory fields such as sort order or type empty
10. Attempt to save the pick list without adding any list items
11. Click 'Create' or 'Save' button to attempt pick list creation
12. Verify that form validation is triggered and prevents submission
13. Check that specific error messages appear for each empty required field
14. Verify that pick list name validation error is displayed clearly
15. Check that description field validation error appears if description is required
16. Verify that item validation error indicates that at least one item is required
17. Confirm that error messages are displayed near relevant fields
18. Test that form remains open with any entered data preserved
19. Fill in pick list name only and attempt to save again
20. Verify that remaining required field errors still appear
21. Add pick list description and verify description validation error clears
22. Add at least one pick list item and verify item validation error disappears
23. Complete all required fields and verify successful pick list creation
24. Test that created pick list functions correctly with added items",Errors displayed,"Functional, Negative",Automated,Nandan,Pick list validation
116,NS-VerifyToggle,Numbering System: Verify & Toggle,System exists,System ID,"1. Login to the application with numbering system management permissions
2. Navigate to Configuration module and select 'Numbering Systems' section
3. Locate the specific numbering system using the provided System ID
4. Verify that numbering system is displayed in the numbering systems table
5. Check current status of the numbering system (Active or Inactive)
6. Review numbering system details including name, pattern, and configuration
7. Click on the numbering system row to open system details view
8. Verify that system details display correctly with all configuration information
9. Review numbering pattern, prefix, suffix, and sequence settings
10. Locate the status toggle control (switch, checkbox, or button)
11. Record current toggle state and numbering system status before changes
12. Click on the status toggle to change the numbering system status
13. Verify that toggle control responds immediately to the click action
14. Check that toggle visual state changes to reflect new status
15. Verify that status change confirmation message appears if applicable
16. Check that numbering system status updates in the listing view
17. Verify that status change is reflected in system details view
18. Test toggling back to original status by clicking toggle again
19. Verify that toggle returns to original state successfully
20. Check that status changes are persistent by refreshing the page
21. Navigate away from numbering systems and return to verify persistence
22. Test the impact of status change on document numbering functionality
23. Verify that inactive systems are not available for new document numbering
24. Test that active numbering systems are available for document creation",Status changes,"Functional, Regression",Automated,Nandan,Numbering system toggle functionality
117,NS-FilterDownload,Numbering System: Filter & Download,Systems exist,Filter criteria,"1. Login to the application with numbering system management permissions
2. Navigate to Configuration module and select 'Numbering Systems' section
3. Verify that numbering systems listing loads with all available systems
4. Locate the filter panel or search options for numbering systems
5. Review available filtering criteria (status, type, creation date, usage)
6. Apply status filter: Select specific system status (Active/Inactive)
7. Click 'Apply Filter' and verify that only matching systems are displayed
8. Check that filtered results show correct numbering systems for selected status
9. Add system type filter if available: Select specific system types
10. Apply system type filter and verify results match selected types
11. Test date range filtering: Set creation date range for numbering systems
12. Use date picker controls to select start and end dates
13. Apply date range filter and verify systems fall within specified dates
14. Test name filtering: Enter keywords for numbering system names
15. Apply name filter and verify that matching numbering systems are found
16. Test pattern filtering if available: Filter by numbering patterns
17. Apply pattern filter and verify appropriate numbering systems appear
18. Test combining multiple filters simultaneously
19. Apply status, type, and date filters together
20. Verify that combined filters show intersection of all applied criteria
21. Review filtered numbering systems to ensure accuracy and completeness
22. Locate 'Download' or 'Export' button for filtered results
23. Click download button to initiate export of filtered numbering systems
24. Open downloaded file and verify it contains only filtered numbering systems",File matches filtered systems,"Functional, Regression",Automated,Nandan,Numbering system filter download
118,NS-Delete,Numbering System: Delete,System exists,System ID,"1. Login to the application with numbering system deletion permissions
2. Navigate to Configuration module and select 'Numbering Systems' section
3. Locate the specific numbering system using the provided System ID
4. Verify that numbering system exists and is displayed in the systems table
5. Check numbering system details to ensure it's the correct system for deletion
6. Review system usage to understand impact of deletion on document numbering
7. Check if numbering system is referenced by document types or workflows
8. Right-click on the numbering system or locate delete action button
9. Click 'Delete' option from context menu or action buttons
10. Verify that delete confirmation dialog appears
11. Review deletion confirmation message and system details in dialog
12. Check that confirmation dialog clearly indicates which system will be deleted
13. Verify that deletion warning mentions any dependencies or numbering impact
14. Check for any documents currently using this numbering system
15. Click 'Cancel' first to test that cancellation works properly
16. Verify that numbering system remains in table and deletion is cancelled
17. Repeat delete action and click 'Confirm' or 'Delete' in confirmation dialog
18. Verify that deletion process begins and loading indicator appears
19. Wait for deletion completion and verify success notification appears
20. Check that numbering system is removed from the systems table
21. Verify that deleted system no longer appears in search results
22. Test that system ID is no longer valid by attempting to access it
23. Check that system deletion doesn't break existing document numbering
24. Verify that deletion is logged in system audit trail if available",System removed,"Functional, Regression",Automated,Nandan,Numbering system deletion
119,NS-Validation,Numbering System: Empty creation validation,On create form,N/A,"1. Login to the application with numbering system creation permissions
2. Navigate to Configuration module and select 'Numbering Systems' section
3. Click 'New Numbering System' or 'Create System' button
4. Verify that numbering system creation form opens properly
5. Review the form layout and identify all required fields marked with asterisk
6. Leave the system name field completely empty
7. Leave the system description field blank if it's required
8. Skip selection of numbering pattern type if it's a required dropdown
9. Leave prefix field empty if it's a required field
10. Leave suffix field empty if it's a required field
11. Skip sequence start number or leave it empty if required
12. Leave any other mandatory fields such as format or increment empty
13. Attempt to save the numbering system by clicking 'Create' or 'Save' button
14. Verify that form validation is triggered and prevents submission
15. Check that specific error messages appear for each empty required field
16. Verify that system name validation error is displayed clearly
17. Check that pattern validation error appears if pattern is required
18. Verify that sequence validation error indicates sequence settings are required
19. Confirm that error messages are displayed near relevant fields
20. Test that form remains open with any entered data preserved
21. Fill in system name only and attempt to save again
22. Verify that remaining required field errors still appear
23. Complete pattern configuration and verify pattern validation error clears
24. Complete all required fields and verify successful numbering system creation",Errors displayed,"Functional, Negative",Automated,Nandan,Numbering system validation
120,SD-VerifyToggle,System Data Field: Verify & Toggle,Field type exists,Type ID,"1. Login to the application with system data field management permissions
2. Navigate to Configuration module and select 'System Data Fields' section
3. Locate the specific field type using the provided Type ID
4. Verify that system data field type is displayed in the field types table
5. Check current status of the field type (Active or Inactive)
6. Review field type details including name, data type, and validation rules
7. Click on the field type row to open field type details view
8. Verify that field details display correctly with all configuration information
9. Review field validation rules, constraints, and default values
10. Locate the status toggle control (switch, checkbox, or button)
11. Record current toggle state and field type status before making changes
12. Click on the status toggle to change the field type status
13. Verify that toggle control responds immediately to the click action
14. Check that toggle visual state changes to reflect new status
15. Verify that status change confirmation message appears if applicable
16. Check that field type status updates in the listing view
17. Verify that status change is reflected in field type details view
18. Test toggling back to original status by clicking toggle again
19. Verify that toggle returns to original state successfully
20. Check that status changes are persistent by refreshing the page
21. Navigate away from system data fields and return to verify persistence
22. Test the impact of status change on field availability in forms
23. Verify that inactive field types are not available for new form creation
24. Test that active field types are available for use in system forms",Status changes,"Functional, Regression",Automated,Nandan,System data field toggle functionality
121,SD-FilterDownload,System Data Field: Filter & Download,Types exist,Filter criteria,"1. Login to the application with system data field management permissions
2. Navigate to Configuration module and select 'System Data Fields' section
3. Verify that system data field types listing loads with all available types
4. Locate the filter panel or search options for system data field types
5. Review available filtering criteria (status, data type, category, usage)
6. Apply status filter: Select specific field status (Active/Inactive)
7. Click 'Apply Filter' and verify that only matching field types are displayed
8. Check that filtered results show correct field types for selected status
9. Add data type filter if available: Select specific data types (Text, Number, Date)
10. Apply data type filter and verify results match selected data types
11. Test category filtering: Select specific field categories or groups
12. Apply category filter and verify appropriate field types appear
13. Test date range filtering: Set creation date range for field types
14. Use date picker controls to select start and end dates
15. Apply date range filter and verify field types fall within specified dates
16. Test name filtering: Enter keywords for field type names
17. Apply name filter and verify that matching field types are found
18. Test combining multiple filters simultaneously
19. Apply status, data type, and category filters together
20. Verify that combined filters show intersection of all applied criteria
21. Review filtered field types to ensure accuracy and completeness
22. Locate 'Download' or 'Export' button for filtered results
23. Click download button to initiate export of filtered field types
24. Open downloaded file and verify it contains only filtered system data field types",Download matches filtered types,"Functional, Regression",Automated,Nandan,System data field filter download
122,SD-Delete,System Data Field: Delete,Type exists,Type ID,"1. Login to the application with system data field deletion permissions
2. Navigate to Configuration module and select 'System Data Fields' section
3. Locate the specific field type using the provided Type ID
4. Verify that system data field type exists and is displayed in the types table
5. Check field type details to ensure it's the correct type for deletion
6. Review field type usage to understand impact of deletion on forms
7. Check if field type is referenced by active forms, templates, or workflows
8. Right-click on the field type or locate delete action button
9. Click 'Delete' option from context menu or action buttons
10. Verify that delete confirmation dialog appears
11. Review deletion confirmation message and field type details in dialog
12. Check that confirmation dialog clearly indicates which type will be deleted
13. Verify that deletion warning mentions any dependencies or form impact
14. Check for any active forms currently using this field type
15. Click 'Cancel' first to test that cancellation works properly
16. Verify that field type remains in table and deletion is cancelled
17. Repeat delete action and click 'Confirm' or 'Delete' in confirmation dialog
18. Verify that deletion process begins and loading indicator appears
19. Wait for deletion completion and verify success notification appears
20. Check that field type is removed from the system data fields table
21. Verify that deleted type no longer appears in search results
22. Test that type ID is no longer valid by attempting to access it
23. Check that type deletion doesn't break existing forms using it
24. Verify that deletion is logged in system audit trail if available",Type removed,"Functional, Regression",Automated,Nandan,System data field deletion
123,SD-Validation,System Data Field: Empty creation validation,On create form,N/A,"1. Login to the application with system data field creation permissions
2. Navigate to Configuration module and select 'System Data Fields' section
3. Click 'New System Data Field' or 'Create Field Type' button
4. Verify that system data field creation form opens properly
5. Review the form layout and identify all required fields marked with asterisk
6. Leave the field name field completely empty
7. Leave the field label field blank if it's required
8. Skip selection of data type if it's a required dropdown
9. Leave field description empty if it's a required field
10. Skip validation rules configuration if it's required
11. Leave default value empty if it's a required field
12. Skip any other mandatory fields such as format or constraints
13. Attempt to save the field type by clicking 'Create' or 'Save' button
14. Verify that form validation is triggered and prevents submission
15. Check that specific error messages appear for each empty required field
16. Verify that field name validation error is displayed clearly
17. Check that data type validation error appears if data type is required
18. Verify that validation rules error indicates configuration is required
19. Confirm that error messages are displayed near relevant fields
20. Test that form remains open with any entered data preserved
21. Fill in field name only and attempt to save again
22. Verify that remaining required field errors still appear
23. Select data type and verify that data type validation error clears
24. Complete all required fields and verify successful field type creation",Errors displayed,"Functional, Negative",Automated,Nandan,System data field validation
124,WT-VerifyToggle,Workflow Type: Verify & Toggle,Type exists,Type ID,"1. Login to the application with workflow type management permissions
2. Navigate to Configuration module and select 'Workflow Types' section
3. Locate the specific workflow type using the provided Type ID
4. Verify that workflow type is displayed in the workflow types table
5. Check current status of the workflow type (Active or Inactive)
6. Review workflow type details including name, description, and configuration
7. Click on the workflow type row to open type details view
8. Verify that type details display correctly with all configuration information
9. Review workflow steps, transitions, and approval requirements
10. Locate the status toggle control (switch, checkbox, or button)
11. Record current toggle state and workflow type status before changes
12. Click on the status toggle to change the workflow type status
13. Verify that toggle control responds immediately to the click action
14. Check that toggle visual state changes to reflect new status
15. Verify that status change confirmation message appears if applicable
16. Check that workflow type status updates in the listing view
17. Verify that status change is reflected in type details view
18. Test toggling back to original status by clicking toggle again
19. Verify that toggle returns to original state successfully
20. Check that status changes are persistent by refreshing the page
21. Navigate away from workflow types and return to verify persistence
22. Test the impact of status change on workflow creation functionality
23. Verify that inactive workflow types are not available for new workflows
24. Test that active workflow types are available for document processing",Status changes,"Functional, Regression",Automated,Nandan,Workflow type toggle functionality
125,WT-FilterDownload,Workflow Type: Filter & Download,Types exist,Filter criteria,"1. Login to the application with workflow type management permissions
2. Navigate to Configuration module and select 'Workflow Types' section
3. Verify that workflow types listing loads with all available types
4. Locate the filter panel or search options for workflow types
5. Review available filtering criteria (status, category, complexity, usage)
6. Apply status filter: Select specific type status (Active/Inactive)
7. Click 'Apply Filter' and verify that only matching workflow types are displayed
8. Check that filtered results show correct workflow types for selected status
9. Add complexity filter if available: Select workflow complexity levels
10. Apply complexity filter and verify results match selected complexity
11. Test category filtering: Select specific workflow categories
12. Apply category filter and verify appropriate workflow types appear
13. Test date range filtering: Set creation date range for workflow types
14. Use date picker controls to select start and end dates
15. Apply date range filter and verify types fall within specified dates
16. Test name filtering: Enter keywords for workflow type names
17. Apply name filter and verify that matching workflow types are found
18. Test combining multiple filters simultaneously
19. Apply status, complexity, and category filters together
20. Verify that combined filters show intersection of all applied criteria
21. Review filtered workflow types to ensure accuracy and completeness
22. Locate 'Download' or 'Export' button for filtered results
23. Click download button to initiate export of filtered workflow types
24. Open downloaded file and verify it contains only filtered workflow types",Download matches filtered types,"Functional, Regression",Automated,Nandan,Workflow type filter download
126,WT-Delete,Workflow Type: Delete,Type exists,Type ID,"1. Login to the application with workflow type deletion permissions
2. Navigate to Configuration module and select 'Workflow Types' section
3. Locate the specific workflow type using the provided Type ID
4. Verify that workflow type exists and is displayed in the types table
5. Check workflow type details to ensure it's the correct type for deletion
6. Review workflow type usage to understand impact of deletion on active workflows
7. Check if workflow type is referenced by active documents or processes
8. Right-click on the workflow type or locate delete action button
9. Click 'Delete' option from context menu or action buttons
10. Verify that delete confirmation dialog appears
11. Review deletion confirmation message and workflow type details in dialog
12. Check that confirmation dialog clearly indicates which type will be deleted
13. Verify that deletion warning mentions any dependencies or workflow impact
14. Check for any active workflows currently using this workflow type
15. Click 'Cancel' first to test that cancellation works properly
16. Verify that workflow type remains in table and deletion is cancelled
17. Repeat delete action and click 'Confirm' or 'Delete' in confirmation dialog
18. Verify that deletion process begins and loading indicator appears
19. Wait for deletion completion and verify success notification appears
20. Check that workflow type is removed from the workflow types table
21. Verify that deleted type no longer appears in search results
22. Test that type ID is no longer valid by attempting to access it
23. Check that type deletion doesn't break existing workflows using it
24. Verify that deletion is logged in system audit trail if available",Type removed,"Functional, Regression",Automated,Nandan,Workflow type deletion
127,WT-Validation,Workflow Type: Empty submission validation,On create form,N/A,"1. Login to the application with workflow type creation permissions
2. Navigate to Configuration module and select 'Workflow Types' section
3. Click 'New Workflow Type' or 'Create Workflow Type' button
4. Verify that workflow type creation form opens properly
5. Review the form layout and identify all required fields marked with asterisk
6. Leave the workflow type name field completely empty
7. Leave the workflow description field blank if it's required
8. Skip selection of workflow category if it's a required dropdown
9. Leave workflow steps configuration empty if it's required
10. Skip approval configuration if it's a required section
11. Leave transition rules empty if they're required fields
12. Skip any other mandatory fields such as notifications or permissions
13. Attempt to save the workflow type by clicking 'Create' or 'Save' button
14. Verify that form validation is triggered and prevents submission
15. Check that specific error messages appear for each empty required field
16. Verify that workflow name validation error is displayed clearly
17. Check that steps configuration error appears if steps are required
18. Verify that approval validation error indicates configuration is required
19. Confirm that error messages are displayed near relevant fields
20. Test that form remains open with any entered data preserved
21. Fill in workflow name only and attempt to save again
22. Verify that remaining required field errors still appear
23. Configure workflow steps and verify that steps validation error clears
24. Complete all required fields and verify successful workflow type creation",Errors displayed,"Functional, Negative",Automated,Nandan,Workflow type validation
128,AS-DocFields,Advanced Search: Document search various fields,User logged in,Document title,"1. Login to the application with advanced search permissions
2. Navigate to the Advanced Search interface from main menu
3. Verify that advanced search form opens with all available search fields
4. Review available document search fields (title, description, content, metadata)
5. Start with document title search: Enter the provided document title
6. Add title search criteria and verify it appears in search criteria list
7. Add document description search: Enter keywords for description field
8. Include description criteria and verify it's added to search list
9. Add document content search: Enter keywords for content search
10. Include content criteria and verify it appears in search parameters
11. Add metadata search: Select metadata field and enter search value
12. Include metadata criteria and verify it's added to search configuration
13. Add author search: Enter or select document author name
14. Include author criteria and verify it appears in search criteria
15. Add document type search: Select specific document type
16. Include document type criteria and verify it's configured correctly
17. Add date range search: Set creation or modification date range
18. Include date criteria and verify date range is properly configured
19. Review all configured search criteria before executing search
20. Click 'Search' or 'Generate Results' to execute the advanced search
21. Verify that search executes without errors and returns results
22. Check that search results display correctly with relevant information
23. Verify that results match the configured search criteria
24. Test that search results pagination and sorting work properly",Results displayed without errors,"Functional, Regression",Automated,Nandan,Advanced search document fields
129,AS-Contains,Advanced Search: Contains condition,User logged in,Substring value,"1. Login to the application with advanced search permissions
2. Navigate to the Advanced Search interface from main menu
3. Verify that advanced search form loads with search condition options
4. Locate the search condition dropdown for field matching options
5. Select 'Contains' condition from the available search conditions
6. Verify that 'Contains' condition is selected and displayed correctly
7. Choose a search field for the contains condition (title, description, content)
8. Enter the provided substring value in the search field
9. Verify that substring value is entered correctly in the search field
10. Review the configured search criteria showing field and contains condition
11. Add additional search criteria if needed to test contains functionality
12. Click 'Search' or 'Generate Results' to execute the contains search
13. Verify that search executes successfully and returns filtered results
14. Review search results to ensure they contain the specified substring
15. Check each result item to verify substring appears in the searched field
16. Verify that results are a subset of all available documents
17. Test case sensitivity: Try contains search with different case
18. Verify that contains search works appropriately with case handling
19. Test partial word matching: Use partial words as substring values
20. Verify that partial word contains search returns appropriate results
21. Test special characters in contains search if applicable
22. Compare contains results with exact match results to verify filtering
23. Test contains condition with multiple fields simultaneously
24. Verify that contains search provides accurate and relevant results",Subset of results shown,"Functional, Regression",Automated,Nandan,Advanced search contains condition
130,AS-Author,Advanced Search: Author field,User logged in,Author name,"1. Login to the application with advanced search permissions
2. Navigate to the Advanced Search interface from main menu
3. Verify that advanced search form loads with all available search fields
4. Locate the 'Author' or 'Creator' field in the search criteria options
5. Click on the author field to activate author search functionality
6. Enter the provided author name in the author search field
7. Verify that author name is entered correctly and displays properly
8. Select 'Contains' condition for author field search
9. Review the configured author search criteria before executing
10. Add any additional search criteria if needed for comprehensive testing
11. Click 'Search' or 'Generate Results' to execute the author-based search
12. Verify that search executes successfully without errors
13. Review search results to ensure they are filtered by the specified author
14. Check each result item to verify it was created or modified by the author
15. Verify that author information is displayed correctly in search results
16. Test author search with exact author name match
17. Verify that exact match returns only documents by that specific author
18. Test author search with partial author name (first name or last name)
19. Verify that partial author search returns appropriate results
20. Test author search case sensitivity if applicable
21. Compare author-filtered results with unfiltered results to verify accuracy
22. Test that author search excludes documents by other authors
23. Verify that author search works in combination with other search criteria
24. Test that author search results are accurate and complete",Filtered by author,"Functional, Regression",Automated,Nandan,Advanced search author field
131,AS-Content,Advanced Search: Content field,User logged in,Content phrase,"1. Login to the application with advanced search permissions
2. Navigate to the Advanced Search interface from main menu
3. Verify that advanced search form loads with content search capabilities
4. Locate the 'Content' or 'Full Text' search field in search criteria options
5. Click on the content field to activate content search functionality
6. Enter the provided content phrase in the content search field
7. Verify that content phrase is entered correctly and displays properly
8. Select appropriate search condition for content field (contains, exact match)
9. Review the configured content search criteria before executing
10. Add any additional search criteria if needed for comprehensive testing
11. Click 'Search' or 'Generate Results' to execute the content-based search
12. Verify that search executes successfully without errors
13. Review search results to ensure they contain the specified content phrase
14. Check search result snippets or highlights showing matching content
15. Verify that content phrase appears within document content of results
16. Test content search with exact phrase matching
17. Verify that exact phrase search returns only documents containing exact phrase
18. Test content search with individual keywords from the phrase
19. Verify that keyword search returns broader results containing individual words
20. Test content search case sensitivity if applicable
21. Compare content-filtered results with unfiltered results to verify accuracy
22. Test that content search works across different document formats
23. Verify that content search excludes documents without the specified phrase
24. Test that content search results are relevant and complete",Filtered by content phrase,"Functional, Regression",Automated,Nandan,Advanced search content field
